user_id,loan_amount_inr,existing_debt,annual_income,credit_score
USR_05411,13000,1738,300000,587
USR_05412,10000,182,115000,753
USR_05413,52000,23328,190000,525
USR_05414,10000,1570,85000,666
USR_05415,41000,8965,430000,745
USR_05416,15000,3624,83000,593
USR_05417,3000,70,125000,651
USR_05418,12000,5450,126000,713
USR_05419,6000,2322,122000,437
USR_05420,22000,2855,290000,646
USR_05421,6000,1477,126000,539
USR_05422,55000,13040,496000,717
USR_05423,20000,708,84000,594
USR_05424,18000,3161,186000,774
USR_05425,42000,6518,87000,583
USR_05426,57000,33889,227000,681
USR_05427,21000,3534,160000,588
USR_05428,10000,2004,143000,633
USR_05429,3000,1158,421000,649
USR_05430,11000,2279,96000,651
USR_05431,11000,3082,260000,765
USR_05432,24000,5382,87000,749
USR_05433,15000,4684,178000,597
USR_05434,43000,7880,62000,652
USR_05435,11000,3317,95000,568
USR_05436,20000,5401,152000,552
USR_05437,71000,3437,695000,603
USR_05438,31000,12430,176000,767
USR_05439,20000,3810,611000,531
USR_05440,12000,1386,194000,690
USR_05441,11000,337,119000,682
USR_05442,9000,3514,557000,597
USR_05443,12000,5708,230000,695
USR_05444,46000,14754,97000,694
USR_05445,17000,5007,237000,647
USR_05446,5000,1269,128000,639
USR_05447,129000,49928,33000,632
USR_05448,30000,17227,344000,590
USR_05449,5000,143,390000,661
USR_05450,14000,1531,708000,614
USR_05451,24000,2940,228000,661
USR_05452,121000,11467,133000,607
USR_05453,7000,1053,317000,603
USR_05454,58000,6442,321000,611
USR_05455,89000,49102,603000,738
USR_05456,11000,2732,157000,553
USR_05457,16000,1427,142000,774
USR_05458,7000,621,91000,703
USR_05459,17000,2489,250000,540
USR_05460,21000,5945,47000,609
USR_05461,42000,8405,302000,536
USR_05462,65000,17134,260000,695
USR_05463,10000,146,259000,739
USR_05464,3000,1083,181000,666
USR_05465,21000,8750,554000,735
USR_05466,29000,14840,326000,662
USR_05467,28000,13908,100000,717
USR_05468,15000,9573,101000,670
USR_05469,24000,145,80000,650
USR_05470,100000,8638,252000,704
USR_05471,32000,14968,73000,639
USR_05472,15000,3594,387000,751
USR_05473,13000,6905,469000,627
USR_05474,18000,2792,80000,689
USR_05475,113000,47605,140000,600
USR_05476,18000,6534,164000,539
USR_05477,21000,3884,330000,675
USR_05478,13000,215,589000,523
USR_05479,66000,8418,42000,800
USR_05480,156000,27957,126000,625
USR_05481,34000,16395,131000,644
USR_05482,23000,4921,53000,628
USR_05483,22000,5508,110000,659
USR_05484,2000,626,229000,673
USR_05485,46000,2565,130000,591
USR_05486,25000,10260,47000,471
USR_05487,33000,13489,1622000,572
USR_05488,10000,6699,201000,616
USR_05489,14000,6497,177000,669
USR_05490,14000,6185,67000,662
USR_05491,61000,26322,200000,702
USR_05492,15000,3878,142000,534
USR_05493,176000,20238,35000,587
USR_05494,33000,4433,69000,619
USR_05495,6000,1148,307000,756
USR_05496,19000,5256,770000,840
USR_05497,11000,887,218000,555
USR_05498,2000,414,393000,726
USR_05499,109000,30245,143000,656
USR_05500,44000,15191,151000,688
USR_05501,37000,9666,389000,557
USR_05502,25000,7858,615000,744
USR_05503,5000,513,460000,494
USR_05504,13000,5831,69000,557
USR_05505,51000,1959,154000,631
USR_05506,7000,654,203000,608
USR_05507,1000,349,132000,651
USR_05508,17000,4779,221000,602
USR_05509,19000,1235,313000,625
USR_05510,25000,8450,363000,637
USR_05511,45000,6140,626000,634
USR_05512,41000,1759,125000,660
USR_05513,28000,2801,54000,712
USR_05514,72000,3652,216000,597
USR_05515,4000,82,734000,744
USR_05516,36000,14529,111000,653
USR_05517,41000,3608,281000,738
USR_05518,6000,2030,283000,626
USR_05519,4000,2404,189000,589
USR_05520,10000,255,163000,655
USR_05521,11000,3522,77000,829
USR_05522,46000,10351,26000,554
USR_05523,11000,1576,66000,697
USR_05524,9000,5560,119000,662
USR_05525,11000,4853,391000,678
USR_05526,67000,44278,149000,565
USR_05527,22000,4612,107000,681
USR_05528,18000,7325,79000,670
USR_05529,19000,3398,275000,546
USR_05530,80000,20749,482000,659
USR_05531,10000,2572,381000,632
USR_05532,82000,47211,264000,625
USR_05533,27000,8181,49000,646
USR_05534,18000,7842,122000,726
USR_05535,268000,8249,772000,682
USR_05536,7000,691,399000,576
USR_05537,15000,3765,47000,684
USR_05538,6000,718,155000,646
USR_05539,57000,21690,217000,606
USR_05540,119000,69910,88000,563
USR_05541,116000,17507,25000,706
USR_05542,74000,40979,176000,610
USR_05543,18000,9201,86000,713
USR_05544,15000,2711,86000,574
USR_05545,4000,542,122000,789
USR_05546,168000,40546,146000,834
USR_05547,35000,13516,161000,687
USR_05548,13000,499,80000,740
USR_05549,83000,44396,136000,618
USR_05550,8000,1452,39000,611
USR_05551,33000,7767,208000,733
USR_05552,18000,4463,16000,660
USR_05553,41000,21659,129000,553
USR_05554,20000,8119,339000,655
USR_05555,5000,2111,69000,564
USR_05556,23000,2956,288000,637
USR_05557,62000,799,410000,723
USR_05558,21000,5603,11000,752
USR_05559,47000,5310,144000,669
USR_05560,7000,1437,16000,743
USR_05561,21000,3682,148000,617
USR_05562,11000,972,161000,769
USR_05563,46000,13937,22000,599
USR_05564,22000,8530,759000,593
USR_05565,43000,13567,204000,617
USR_05566,65000,37092,82000,597
USR_05567,43000,18132,525000,686
USR_05568,28000,4567,38000,737
USR_05569,8000,790,60000,651
USR_05570,21000,8848,25000,671
USR_05571,12000,2579,687000,553
USR_05572,15000,4555,212000,656
USR_05573,15000,5571,275000,773
USR_05574,8000,3246,207000,748
USR_05575,3000,339,257000,573
USR_05576,11000,3885,173000,619
USR_05577,26000,10986,202000,850
USR_05578,5000,635,177000,679
USR_05579,22000,5088,100000,756
USR_05580,147000,29410,156000,761
USR_05581,61000,31725,202000,571
USR_05582,113000,73542,177000,700
USR_05583,32000,393,49000,663
USR_05584,70000,4715,55000,771
USR_05585,10000,2606,387000,787
USR_05586,11000,2518,127000,591
USR_05587,1000,437,259000,850
USR_05588,72000,53836,67000,661
USR_05589,102000,73600,50000,694
USR_05590,12000,1460,82000,464
USR_05591,17000,5208,136000,720
USR_05592,10000,3766,95000,499
USR_05593,32000,14433,458000,639
USR_05594,67000,7984,187000,611
USR_05595,3000,944,714000,682
USR_05596,33000,2046,224000,662
USR_05597,16000,6956,23000,691
USR_05598,24000,6560,378000,737
USR_05599,34000,11885,48000,579
USR_05600,18000,4016,195000,635
USR_05601,19000,2468,87000,590
USR_05602,17000,4407,903000,585
USR_05603,58000,15831,514000,785
USR_05604,33000,12131,89000,561
USR_05605,27000,8061,146000,592
USR_05606,6000,527,197000,803
USR_05607,15000,586,324000,641
USR_05608,54000,27208,166000,645
USR_05609,22000,8401,71000,678
USR_05610,42000,5220,91000,565
USR_05611,128000,28124,162000,585
USR_05612,62000,15646,436000,606
USR_05613,24000,9231,229000,722
USR_05614,13000,3698,87000,697
USR_05615,1000,498,273000,605
USR_05616,18000,2307,119000,640
USR_05617,15000,448,331000,704
USR_05618,32000,11328,1228000,483
USR_05619,18000,2396,122000,671
USR_05620,15000,1146,309000,703
USR_05621,3000,808,89000,585
USR_05622,8000,1080,148000,695
USR_05623,35000,7348,166000,651
USR_05624,122000,84718,139000,776
USR_05625,19000,9203,1167000,613
USR_05626,30000,7653,127000,691
USR_05627,57000,45655,260000,547
USR_05628,9000,1032,34000,655
USR_05629,31000,3886,229000,707
USR_05630,10000,2920,405000,613
USR_05631,52000,4336,106000,728
USR_05632,25000,11026,21000,714
USR_05633,29000,7531,157000,660
USR_05634,10000,717,165000,631
USR_05635,44000,12092,290000,434
USR_05636,177000,2519,813000,604
USR_05637,8000,440,120000,727
USR_05638,15000,5123,82000,630
USR_05639,27000,5687,63000,681
USR_05640,48000,17217,190000,617
USR_05641,12000,2016,238000,550
USR_05642,1000,365,105000,702
USR_05643,85000,43982,303000,564
USR_05644,47000,22917,236000,631
USR_05645,3000,576,168000,675
USR_05646,11000,1451,79000,602
USR_05647,105000,5332,110000,759
USR_05648,93000,15048,23000,788
USR_05649,56000,12329,196000,593
USR_05650,18000,5991,166000,596
USR_05651,23000,629,189000,619
USR_05652,19000,6247,243000,730
USR_05653,68000,12114,221000,684
USR_05654,9000,371,148000,702
USR_05655,9000,1965,169000,742
USR_05656,60000,17070,52000,586
USR_05657,21000,7210,102000,685
USR_05658,87000,18510,169000,653
USR_05659,11000,6463,90000,680
USR_05660,20000,2625,323000,730
USR_05661,8000,3278,96000,639
USR_05662,22000,4920,193000,601
USR_05663,5000,2843,178000,576
USR_05664,13000,1598,295000,772
USR_05665,5000,1456,334000,647
USR_05666,44000,10085,283000,554
USR_05667,45000,14488,30000,746
USR_05668,3000,820,423000,530
USR_05669,83000,13853,552000,541
USR_05670,267000,67151,110000,627
USR_05671,23000,15714,196000,611
USR_05672,11000,610,79000,671
USR_05673,371000,73627,34000,515
USR_05674,5000,924,90000,672
USR_05675,22000,8999,105000,739
USR_05676,26000,19590,122000,581
USR_05677,84000,43568,75000,623
USR_05678,31000,5460,90000,593
USR_05679,13000,565,161000,672
USR_05680,8000,709,87000,574
USR_05681,15000,8447,251000,565
USR_05682,8000,396,280000,639
USR_05683,23000,1246,1092000,673
USR_05684,12000,699,400000,660
USR_05685,4000,965,197000,619
USR_05686,77000,26158,99000,696
USR_05687,13000,967,205000,666
USR_05688,6000,1728,211000,568
USR_05689,18000,6404,107000,462
USR_05690,23000,3101,304000,686
USR_05691,3000,394,53000,632
USR_05692,30000,14029,133000,572
USR_05693,7000,4239,253000,763
USR_05694,121000,14208,129000,763
USR_05695,37000,9419,137000,739
USR_05696,14000,2330,145000,665
USR_05697,10000,4519,83000,428
USR_05698,19000,1763,416000,732
USR_05699,40000,10414,72000,585
USR_05700,21000,1419,209000,610
USR_05701,17000,4646,226000,712
USR_05702,23000,8391,76000,792
USR_05703,12000,1296,172000,757
USR_05704,15000,848,78000,662
USR_05705,2000,430,495000,701
USR_05706,58000,12761,65000,572
USR_05707,29000,7783,96000,536
USR_05708,10000,2059,61000,725
USR_05709,147000,39243,54000,672
USR_05710,24000,5123,581000,548
USR_05711,7000,735,251000,646
USR_05712,51000,2180,182000,693
USR_05713,32000,8579,96000,713
USR_05714,32000,4955,336000,693
USR_05715,14000,7266,84000,624
USR_05716,34000,3144,307000,590
USR_05717,16000,3629,80000,658
USR_05718,38000,10295,97000,706
USR_05719,3000,640,298000,713
USR_05720,14000,6523,324000,760
USR_05721,123000,68787,262000,652
USR_05722,10000,1552,70000,572
USR_05723,12000,4313,113000,726
USR_05724,14000,3734,184000,655
USR_05725,6000,624,82000,560
USR_05726,2000,132,487000,693
USR_05727,17000,788,23000,748
USR_05728,25000,8174,87000,676
USR_05729,20000,6427,108000,749
USR_05730,19000,2211,16000,616
USR_05731,22000,3164,53000,599
USR_05732,61000,9000,268000,709
USR_05733,18000,1561,166000,625
USR_05734,12000,7061,572000,734
USR_05735,16000,5728,560000,661
USR_05736,39000,1954,230000,735
USR_05737,90000,19438,209000,694
USR_05738,11000,2420,171000,586
USR_05739,24000,18919,19000,510
USR_05740,30000,13701,53000,704
USR_05741,8000,790,176000,689
USR_05742,22000,7569,266000,578
USR_05743,5000,302,205000,705
USR_05744,3000,462,79000,747
USR_05745,31000,8575,344000,600
USR_05746,15000,312,532000,514
USR_05747,26000,3445,344000,717
USR_05748,21000,6246,359000,739
USR_05749,8000,3327,104000,598
USR_05750,21000,725,384000,704
USR_05751,6000,1992,182000,673
USR_05752,88000,35057,245000,642
USR_05753,5000,2055,218000,690
USR_05754,18000,1579,147000,614
USR_05755,7000,1298,81000,572
USR_05756,38000,4389,152000,678
USR_05757,15000,2193,358000,668
USR_05758,13000,1937,114000,471
USR_05759,51000,6985,332000,567
USR_05760,22000,4845,293000,602
USR_05761,36000,21973,128000,686
USR_05762,8000,2540,494000,543
USR_05763,5000,1916,122000,627
USR_05764,24000,9854,544000,785
USR_05765,16000,1783,230000,654
USR_05766,41000,12788,160000,659
USR_05767,20000,2750,79000,645
USR_05768,27000,10966,151000,718
USR_05769,4000,1734,138000,652
USR_05770,145000,29944,59000,634
USR_05771,18000,7614,136000,660
USR_05772,44000,20433,85000,742
USR_05773,9000,1494,260000,678
USR_05774,29000,17245,462000,654
USR_05775,5000,670,60000,732
USR_05776,34000,14892,640000,613
USR_05777,15000,7070,146000,425
USR_05778,22000,4603,74000,681
USR_05779,44000,10440,298000,680
USR_05780,6000,923,113000,606
USR_05781,11000,1721,152000,631
USR_05782,34000,17817,117000,738
USR_05783,179000,10796,84000,681
USR_05784,19000,9313,290000,753
USR_05785,39000,23507,129000,668
USR_05786,19000,12831,51000,639
USR_05787,153000,8579,252000,699
USR_05788,3000,163,62000,675
USR_05789,24000,4322,64000,680
USR_05790,4000,1653,422000,633
USR_05791,1000,333,62000,609
USR_05792,29000,2102,25000,612
USR_05793,25000,2420,267000,686
USR_05794,16000,10398,127000,695
USR_05795,19000,183,136000,465
USR_05796,488000,361495,126000,598
USR_05797,17000,6911,195000,538
USR_05798,36000,15167,89000,615
USR_05799,11000,3022,530000,607
USR_05800,29000,150,49000,660
USR_05801,17000,7894,232000,663
USR_05802,14000,1225,272000,799
USR_05803,135000,23589,88000,676
USR_05804,71000,39736,71000,694
USR_05805,25000,1909,367000,550
USR_05806,2000,264,73000,626
USR_05807,15000,7795,100000,574
USR_05808,328000,138638,330000,691
USR_05809,17000,740,167000,653
USR_05810,66000,16956,38000,626
USR_05811,93000,4350,658000,716
USR_05812,27000,5087,106000,631
USR_05813,9000,3547,117000,743
USR_05814,1000,246,199000,742
USR_05815,43000,15717,268000,605
USR_05816,9000,593,781000,727
USR_05817,26000,12008,43000,657
USR_05818,6000,230,315000,622
USR_05819,16000,4678,294000,677
USR_05820,22000,3086,145000,538
USR_05821,28000,2130,305000,612
USR_05822,7000,2296,343000,679
USR_05823,72000,23679,53000,629
USR_05824,12000,4039,659000,725
USR_05825,4000,1580,46000,622
USR_05826,19000,830,65000,658
USR_05827,22000,4986,132000,641
USR_05828,25000,8414,759000,543
USR_05829,86000,10204,127000,677
USR_05830,17000,3887,158000,672
USR_05831,19000,7731,511000,514
USR_05832,7000,531,127000,477
USR_05833,50000,18733,63000,618
USR_05834,26000,5475,116000,736
USR_05835,14000,9248,487000,840
USR_05836,3000,1825,172000,522
USR_05837,93000,34790,762000,763
USR_05838,6000,2194,293000,731
USR_05839,12000,3122,97000,609
USR_05840,31000,10677,169000,781
USR_05841,6000,835,82000,682
USR_05842,4000,632,95000,634
USR_05843,2000,417,5857000,525
USR_05844,45000,5708,367000,657
USR_05845,12000,3565,324000,652
USR_05846,411000,135021,98000,806
USR_05847,8000,1877,571000,583
USR_05848,8000,3293,392000,587
USR_05849,12000,1836,733000,614
USR_05850,28000,669,705000,835
USR_05851,13000,5308,49000,569
USR_05852,40000,15755,66000,741
USR_05853,8000,5058,72000,540
USR_05854,5000,1154,76000,680
USR_05855,3000,1092,210000,656
USR_05856,2000,516,103000,601
USR_05857,13000,664,854000,700
USR_05858,16000,5037,746000,593
USR_05859,11000,2239,161000,536
USR_05860,76000,22212,777000,628
USR_05861,75000,36031,535000,585
USR_05862,15000,4915,113000,668
USR_05863,3000,1205,32000,629
USR_05864,12000,3717,136000,759
USR_05865,12000,4456,97000,627
USR_05866,11000,5901,191000,669
USR_05867,10000,3581,174000,568
USR_05868,11000,1104,171000,620
USR_05869,14000,2034,247000,586
USR_05870,11000,4418,61000,732
USR_05871,27000,18858,226000,596
USR_05872,31000,11680,114000,604
USR_05873,8000,574,190000,670
USR_05874,78000,39244,350000,600
USR_05875,8000,876,61000,748
USR_05876,4000,1589,129000,787
USR_05877,32000,12339,148000,587
USR_05878,9000,1494,107000,709
USR_05879,30000,6239,334000,590
USR_05880,1000,71,91000,625
USR_05881,88000,24369,104000,698
USR_05882,43000,3931,92000,659
USR_05883,4000,689,389000,661
USR_05884,5000,655,109000,726
USR_05885,117000,32983,235000,726
USR_05886,10000,2407,790000,653
USR_05887,9000,3667,153000,605
USR_05888,2000,527,396000,650
USR_05889,15000,439,619000,579
USR_05890,17000,8164,370000,705
USR_05891,45000,18549,160000,636
USR_05892,5000,2199,272000,572
USR_05893,4000,1226,58000,743
USR_05894,34000,26309,87000,649
USR_05895,60000,24206,100000,597
USR_05896,4000,1038,977000,730
USR_05897,64000,14006,84000,738
USR_05898,22000,3072,83000,517
USR_05899,65000,20195,70000,727
USR_05900,20000,1517,254000,661
USR_05901,1000,41,182000,717
USR_05902,18000,5624,388000,645
USR_05903,63000,18930,278000,676
USR_05904,9000,628,53000,628
USR_05905,14000,9036,85000,719
USR_05906,18000,2266,485000,603
USR_05907,1000,375,138000,721
USR_05908,117000,13570,420000,662
USR_05909,8000,2085,144000,702
USR_05910,36000,11795,75000,579
USR_05911,20000,4569,127000,679
USR_05912,77000,8852,75000,687
USR_05913,33000,3381,103000,779
USR_05914,17000,1244,191000,698
USR_05915,9000,883,245000,608
USR_05916,48000,11217,45000,605
USR_05917,3000,1668,160000,703
USR_05918,42000,8636,101000,612
USR_05919,7000,5113,96000,613
USR_05920,77000,6325,180000,589
USR_05921,25000,507,104000,659
USR_05922,41000,27681,491000,665
USR_05923,23000,8522,421000,627
USR_05924,3000,1193,418000,768
USR_05925,9000,714,109000,689
USR_05926,43000,9172,75000,773
USR_05927,26000,9186,173000,659
USR_05928,71000,28687,144000,598
USR_05929,32000,8513,100000,580
USR_05930,8000,357,63000,641
USR_05931,9000,449,157000,702
USR_05932,24000,13551,117000,629
USR_05933,2000,544,282000,709
USR_05934,117000,23580,277000,748
USR_05935,34000,10680,392000,593
USR_05936,75000,45459,59000,573
USR_05937,4000,2088,224000,716
USR_05938,76000,43289,90000,668
USR_05939,205000,66264,61000,672
USR_05940,5000,1211,115000,698
USR_05941,47000,22489,382000,543
USR_05942,22000,2582,120000,680
USR_05943,4000,1120,569000,662
USR_05944,36000,6371,252000,682
USR_05945,50000,14689,118000,583
USR_05946,12000,2558,411000,655
USR_05947,70000,37702,232000,616
USR_05948,4000,633,77000,723
USR_05949,4000,583,720000,643
USR_05950,25000,13785,200000,607
USR_05951,22000,1539,165000,580
USR_05952,10000,3317,82000,711
USR_05953,49000,16909,418000,718
USR_05954,37000,7573,246000,784
USR_05955,51000,9137,269000,627
USR_05956,19000,7578,108000,579
USR_05957,40000,23174,317000,641
USR_05958,14000,4762,337000,601
USR_05959,171000,70383,95000,605
USR_05960,9000,1287,52000,683
USR_05961,180000,10506,259000,726
USR_05962,22000,11464,46000,678
USR_05963,5000,1614,183000,657
USR_05964,86000,10292,113000,707
USR_05965,24000,7875,431000,634
USR_05966,51000,28206,118000,751
USR_05967,74000,19794,394000,850
USR_05968,30000,3172,107000,605
USR_05969,12000,5644,362000,734
USR_05970,58000,6897,845000,734
USR_05971,22000,1178,69000,686
USR_05972,43000,3997,205000,740
USR_05973,2000,122,1467000,674
USR_05974,34000,4578,171000,695
USR_05975,11000,3322,171000,655
USR_05976,115000,34100,305000,659
USR_05977,41000,6655,168000,694
USR_05978,27000,4847,41000,679
USR_05979,35000,1184,402000,576
USR_05980,8000,572,32000,685
USR_05981,111000,28220,116000,632
USR_05982,161000,38041,427000,611
USR_05983,32000,5772,122000,717
USR_05984,108000,10939,93000,584
USR_05985,12000,469,328000,631
USR_05986,9000,1091,82000,575
USR_05987,22000,5374,61000,621
USR_05988,34000,13633,202000,817
USR_05989,14000,8844,140000,596
USR_05990,37000,12046,60000,639
USR_05991,29000,8815,270000,747
USR_05992,8000,818,236000,680
USR_05993,37000,3277,122000,640
USR_05994,52000,25387,128000,601
USR_05995,26000,3427,237000,697
USR_05996,69000,10079,421000,627
USR_05997,6000,2030,129000,802
USR_05998,35000,14821,274000,630
USR_05999,6000,2578,255000,768
USR_06000,7000,1168,328000,711
USR_06001,11000,5048,167000,710
USR_06002,8000,1297,78000,638
USR_06003,12000,4875,112000,617
USR_06004,17000,12128,214000,631
USR_06005,50000,22224,697000,723
USR_06006,15000,7208,110000,686
USR_06007,4000,564,309000,519
USR_06008,68000,13063,125000,559
USR_06009,9000,2988,177000,640
USR_06010,20000,14108,547000,687
USR_06011,34000,6878,299000,633
USR_06012,26000,9953,60000,614
USR_06013,65000,23193,102000,581
USR_06014,35000,1829,444000,713
USR_06015,9000,603,182000,656
USR_06016,194000,102051,64000,767
USR_06017,26000,11714,84000,559
USR_06018,19000,4514,285000,698
USR_06019,57000,6250,360000,688
USR_06020,28000,2795,165000,709
USR_06021,32000,1132,1179000,707
USR_06022,266000,90882,314000,614
USR_06023,16000,966,133000,637
USR_06024,16000,1535,84000,661
USR_06025,24000,5401,74000,579
USR_06026,64000,33780,212000,722
USR_06027,4000,1246,110000,476
USR_06028,3000,1605,620000,568
USR_06029,12000,4611,525000,532
USR_06030,4000,2247,270000,726
USR_06031,14000,891,63000,665
USR_06032,36000,5844,95000,612
USR_06033,9000,1974,444000,656
USR_06034,5000,672,103000,668
USR_06035,23000,12290,399000,563
USR_06036,52000,9376,237000,660
USR_06037,4000,1882,169000,747
USR_06038,50000,10807,92000,759
USR_06039,49000,5293,150000,709
USR_06040,57000,11224,189000,668
USR_06041,74000,42169,371000,714
USR_06042,199000,71008,80000,699
USR_06043,15000,1419,131000,571
USR_06044,24000,10067,168000,586
USR_06045,14000,5277,276000,694
USR_06046,22000,4516,78000,603
USR_06047,102000,20901,56000,578
USR_06048,5000,1819,279000,740
USR_06049,9000,1977,48000,654
USR_06050,87000,32787,454000,645
USR_06051,61000,12114,143000,565
USR_06052,15000,4936,47000,618
USR_06053,51000,11315,110000,625
USR_06054,30000,19230,220000,586
USR_06055,98000,46882,106000,564
USR_06056,23000,1384,165000,772
USR_06057,61000,21245,294000,748
USR_06058,309000,2385,138000,642
USR_06059,40000,11056,76000,557
USR_06060,23000,6787,128000,529
USR_06061,45000,3489,504000,618
USR_06062,15000,6519,626000,492
USR_06063,239000,98364,32000,618
USR_06064,26000,10136,389000,508
USR_06065,16000,6245,198000,643
USR_06066,9000,3043,340000,663
USR_06067,65000,23874,104000,636
USR_06068,52000,2016,39000,802
USR_06069,13000,6528,259000,635
USR_06070,39000,12382,76000,771
USR_06071,4000,235,53000,670
USR_06072,26000,7405,56000,790
USR_06073,34000,6765,263000,527
USR_06074,121000,15683,181000,574
USR_06075,10000,7454,304000,629
USR_06076,6000,1860,277000,762
USR_06077,8000,1330,116000,633
USR_06078,5000,278,153000,602
USR_06079,83000,22490,108000,692
USR_06080,103000,18410,137000,713
USR_06081,30000,6404,75000,596
USR_06082,74000,16528,222000,601
USR_06083,25000,3472,384000,768
USR_06084,20000,5576,84000,737
USR_06085,15000,311,453000,756
USR_06086,16000,2178,178000,715
USR_06087,4000,534,197000,590
USR_06088,28000,2660,41000,647
USR_06089,21000,4979,38000,575
USR_06090,46000,20359,182000,718
USR_06091,24000,7256,306000,611
USR_06092,18000,3062,95000,530
USR_06093,9000,1347,619000,657
USR_06094,23000,13328,293000,728
USR_06095,46000,5704,78000,553
USR_06096,7000,459,166000,641
USR_06097,24000,13767,1180000,611
USR_06098,27000,10605,60000,719
USR_06099,10000,5492,248000,506
USR_06100,12000,2863,125000,729
USR_06101,27000,2602,286000,600
USR_06102,7000,1835,448000,638
USR_06103,31000,2650,119000,710
USR_06104,8000,399,398000,753
USR_06105,63000,22078,962000,653
USR_06106,228000,78087,171000,599
USR_06107,9000,4130,304000,612
USR_06108,37000,15635,101000,731
USR_06109,10000,2145,165000,588
USR_06110,62000,29210,141000,673
USR_06111,6000,77,307000,650
USR_06112,35000,8003,426000,703
USR_06113,9000,363,149000,652
USR_06114,17000,13677,555000,619
USR_06115,7000,1840,553000,614
USR_06116,50000,11512,320000,613
USR_06117,9000,4423,107000,553
USR_06118,38000,3668,99000,685
USR_06119,15000,2354,84000,664
USR_06120,19000,2234,347000,547
USR_06121,25000,2666,61000,621
USR_06122,10000,3695,279000,630
USR_06123,27000,10979,68000,609
USR_06124,101000,46795,314000,641
USR_06125,10000,751,165000,642
USR_06126,71000,13770,473000,712
USR_06127,98000,38610,405000,649
USR_06128,9000,2614,513000,691
USR_06129,5000,466,523000,552
USR_06130,29000,22364,182000,575
USR_06131,12000,2557,64000,553
USR_06132,142000,24983,70000,622
USR_06133,22000,1501,30000,653
USR_06134,9000,1140,68000,766
USR_06135,6000,1318,171000,591
USR_06136,65000,7123,104000,709
USR_06137,12000,545,140000,591
USR_06138,23000,4120,241000,651
USR_06139,57000,8413,127000,639
USR_06140,13000,5514,66000,585
USR_06141,21000,3993,155000,590
USR_06142,21000,500,79000,761
USR_06143,43000,9105,131000,612
USR_06144,39000,6349,476000,719
USR_06145,17000,8523,131000,697
USR_06146,23000,11123,671000,607
USR_06147,15000,4124,511000,649
USR_06148,5000,1803,102000,658
USR_06149,28000,15287,66000,684
USR_06150,146000,65202,156000,621
USR_06151,9000,4697,409000,544
USR_06152,10000,2650,109000,600
USR_06153,9000,2082,336000,731
USR_06154,45000,6709,427000,647
USR_06155,34000,2638,87000,620
USR_06156,18000,9567,94000,546
USR_06157,8000,1274,287000,736
USR_06158,24000,1954,183000,635
USR_06159,4000,1782,94000,726
USR_06160,25000,11189,122000,697
USR_06161,52000,7797,153000,705
USR_06162,6000,3940,46000,766
USR_06163,4000,1000,300000,658
USR_06164,106000,37606,110000,640
USR_06165,11000,512,17000,759
USR_06166,68000,5950,159000,708
USR_06167,18000,10128,89000,600
USR_06168,18000,2289,628000,723
USR_06169,34000,2567,101000,756
USR_06170,9000,4444,67000,489
USR_06171,25000,665,244000,562
USR_06172,15000,2720,95000,593
USR_06173,5000,546,87000,700
USR_06174,30000,2166,244000,705
USR_06175,16000,265,70000,686
USR_06176,18000,5699,50000,711
USR_06177,6000,1950,647000,572
USR_06178,108000,55070,258000,565
USR_06179,52000,12772,131000,737
USR_06180,57000,15970,162000,657
USR_06181,16000,4961,243000,734
USR_06182,3000,1241,354000,601
USR_06183,155000,35618,88000,576
USR_06184,20000,8987,218000,561
USR_06185,10000,2519,108000,706
USR_06186,33000,2331,139000,729
USR_06187,70000,29931,185000,687
USR_06188,21000,8916,161000,616
USR_06189,79000,14309,293000,694
USR_06190,65000,7940,240000,692
USR_06191,7000,1953,48000,508
USR_06192,11000,4100,54000,625
USR_06193,57000,34796,121000,669
USR_06194,1000,555,702000,727
USR_06195,18000,2129,82000,644
USR_06196,5000,1788,137000,660
USR_06197,13000,9654,105000,645
USR_06198,16000,1235,104000,668
USR_06199,15000,4397,187000,554
USR_06200,12000,2141,499000,607
USR_06201,7000,1318,234000,493
USR_06202,217000,114368,85000,619
USR_06203,142000,71702,1472000,684
USR_06204,6000,2113,173000,594
USR_06205,107000,16227,102000,632
USR_06206,14000,3930,503000,677
USR_06207,25000,12991,111000,840
USR_06208,20000,6645,615000,644
USR_06209,11000,2321,81000,700
USR_06210,58000,12349,510000,636
USR_06211,24000,313,191000,674
USR_06212,13000,6031,457000,648
USR_06213,5000,1593,745000,620
USR_06214,9000,680,65000,635
USR_06215,4000,417,451000,737
USR_06216,22000,5254,52000,670
USR_06217,6000,940,70000,566
USR_06218,16000,4879,85000,620
USR_06219,86000,35464,243000,587
USR_06220,73000,18270,167000,714
USR_06221,21000,1180,142000,596
USR_06222,20000,538,182000,710
USR_06223,144000,67084,261000,718
USR_06224,37000,6667,277000,660
USR_06225,15000,5055,390000,688
USR_06226,5000,2458,698000,614
USR_06227,32000,9929,159000,709
USR_06228,50000,18624,107000,563
USR_06229,11000,3015,265000,617
USR_06230,29000,931,65000,628
USR_06231,15000,8133,94000,719
USR_06232,18000,4491,362000,769
USR_06233,1000,96,147000,618
USR_06234,17000,1905,61000,643
USR_06235,58000,5180,49000,567
USR_06236,11000,1800,169000,644
USR_06237,23000,2268,405000,727
USR_06238,10000,2609,401000,524
USR_06239,31000,4421,177000,651
